iter	Passed	Remaining
404	1237	1818
405	1249	1828
406	1255	1828
407	1260	1828
408	1263	1825
409	1266	1822
410	1270	1820
411	1274	1818
412	1277	1816
413	1281	1813
414	1284	1810
415	1287	1807
416	1290	1804
417	1294	1801
418	1297	1798
419	1299	1795
420	1302	1791
421	1305	1788
422	1308	1785
423	1311	1781
424	1314	1778
425	1317	1775
426	1320	1771
427	1323	1768
428	1326	1765
429	1329	1762
430	1332	1759
431	1334	1754
432	1338	1752
433	1345	1755
434	1348	1751
435	1352	1749
436	1355	1746
437	1358	1742
438	1361	1739
439	1364	1736
440	1367	1733
441	1370	1729
442	1373	1726
443	1376	1723
444	1378	1719
445	1381	1716
446	1384	1713
447	1387	1709
448	1390	1706
449	1393	1703
450	1396	1699
451	1399	1696
452	1402	1693
453	1405	1690
454	1408	1686
455	1411	1683
456	1414	1680
457	1417	1677
458	1420	1674
459	1423	1670
460	1426	1667
461	1429	1664
462	1432	1661
463	1435	1658
464	1438	1655
465	1441	1651
466	1444	1648
467	1446	1644
468	1449	1641
469	1452	1638
470	1455	1634
471	1458	1631
472	1461	1628
473	1464	1624
474	1467	1621
475	1470	1618
476	1472	1614
477	1475	1611
478	1478	1608
479	1481	1605
480	1484	1601
481	1487	1598
482	1490	1594
483	1493	1591
484	1496	1588
485	1498	1585
486	1501	1582
487	1505	1579
488	1507	1575
489	1510	1572
490	1514	1569
491	1517	1566
492	1519	1562
493	1522	1559
494	1525	1556
495	1528	1553
496	1531	1549
497	1534	1546
498	1537	1543
499	1540	1540
500	1543	1537
501	1546	1534
502	1549	1531
503	1552	1528
504	1555	1525
505	1558	1521
506	1561	1518
507	1564	1515
508	1567	1512
509	1570	1508
510	1573	1505
511	1576	1502
512	1579	1499
513	1582	1495
514	1584	1492
515	1587	1489
516	1590	1486
517	1593	1482
518	1596	1479
519	1599	1476
520	1602	1473
521	1605	1469
522	1608	1466
523	1610	1463
524	1613	1460
525	1616	1456
526	1619	1453
527	1622	1450
528	1625	1447
529	1628	1444
530	1631	1440
531	1634	1437
532	1637	1434
533	1640	1431
534	1644	1428
535	1647	1425
536	1650	1422
537	1653	1419
538	1656	1416
539	1659	1413
540	1662	1410
541	1665	1407
542	1668	1404
543	1671	1400
544	1674	1397
545	1677	1394
546	1680	1391
547	1683	1388
548	1686	1385
549	1688	1381
550	1692	1378
551	1694	1375
552	1697	1372
553	1700	1369
554	1703	1365
555	1706	1362
556	1709	1359
557	1712	1356
558	1715	1353
559	1718	1350
560	1721	1347
561	1724	1343
562	1727	1340
563	1730	1337
564	1733	1334
565	1736	1331
566	1738	1327
567	1741	1324
568	1745	1322
569	1748	1319
570	1751	1315
571	1754	1312
572	1757	1309
573	1759	1306
574	1762	1302
575	1766	1300
576	1768	1296
577	1771	1293
578	1774	1290
579	1777	1287
580	1780	1284
581	1783	1280
582	1786	1277
583	1789	1274
584	1792	1271
585	1795	1268
586	1798	1265
587	1801	1261
588	1804	1259
589	1807	1256
590	1810	1253
591	1813	1249
592	1816	1246
593	1818	1243
594	1821	1240
595	1824	1236
596	1827	1233
597	1829	1230
598	1832	1226
599	1835	1223
600	1838	1220
601	1841	1217
602	1843	1213
603	1846	1210
604	1849	1207
605	1852	1204
606	1855	1201
607	1857	1197
608	1860	1194
609	1862	1191
610	1865	1187
611	1868	1184
612	1871	1181
613	1874	1178
614	1877	1175
615	1880	1172
616	1882	1168
617	1885	1165
618	1888	1162
619	1891	1159
620	1894	1156
621	1897	1153
622	1900	1149
623	1903	1146
624	1905	1143
625	1908	1140
626	1911	1137
627	1914	1134
628	1917	1131
629	1920	1127
630	1923	1124
631	1926	1121
632	1929	1118
633	1932	1115
634	1935	1112
635	1938	1109
636	1941	1106
637	1944	1103
638	1947	1100
639	1950	1097
640	1953	1094
641	1956	1091
642	1959	1087
643	1962	1084
644	1965	1081
645	1968	1078
646	1970	1075
647	1973	1072
648	1976	1069
649	1979	1066
650	1982	1062
651	1985	1059
652	1988	1056
653	1991	1053
654	1994	1050
655	1997	1047
656	2000	1044
657	2002	1041
658	2005	1037
659	2008	1034
660	2011	1031
661	2014	1028
662	2017	1025
663	2020	1022
664	2023	1019
665	2026	1016
666	2029	1013
667	2031	1009
668	2035	1006
669	2038	1003
670	2041	1000
671	2043	997
672	2046	994
673	2049	991
674	2052	988
675	2055	985
676	2058	982
677	2061	978
678	2064	975
679	2067	972
680	2070	969
681	2072	966
682	2075	963
683	2079	960
684	2084	958
685	2088	956
686	2092	953
687	2096	950
688	2099	947
689	2102	944
690	2105	941
691	2108	938
692	2111	935
693	2114	932
694	2117	929
695	2120	926
696	2123	923
697	2126	919
698	2129	916
699	2131	913
700	2134	910
701	2138	907
702	2141	904
703	2144	901
704	2147	898
705	2150	895
706	2153	892
707	2156	889
708	2158	886
709	2161	882
710	2164	879
711	2167	876
712	2170	873
713	2173	870
714	2176	867
715	2179	864
716	2182	861
717	2185	858
718	2188	855
719	2191	852
720	2194	849
721	2196	845
722	2199	842
723	2202	839
724	2205	836
725	2208	833
726	2211	830
727	2214	827
728	2217	824
729	2221	821
730	2224	818
731	2227	815
732	2230	812
733	2233	809
734	2236	806
735	2239	803
736	2242	800
737	2245	797
738	2248	794
739	2251	791
740	2254	788
741	2257	784
742	2260	781
743	2263	778
744	2266	775
745	2269	772
746	2272	769
747	2275	766
748	2278	763
749	2280	760
750	2283	757
751	2286	754
752	2289	751
753	2292	748
754	2295	744
755	2298	741
756	2301	738
757	2304	735
758	2306	732
759	2309	729
760	2312	726
761	2315	723
762	2318	720
763	2321	717
764	2324	714
765	2327	711
766	2330	707
767	2333	704
768	2336	701
769	2339	698
770	2342	695
771	2345	692
772	2347	689
773	2350	686
774	2353	683
775	2356	680
776	2359	677
777	2362	674
778	2365	671
779	2368	668
780	2372	665
781	2374	662
782	2377	658
783	2380	655
784	2383	652
785	2386	649
786	2389	646
787	2392	643
788	2395	640
789	2398	637
790	2401	634
791	2404	631
792	2407	628
793	2410	625
794	2413	622
795	2416	619
796	2420	616
797	2423	613
798	2426	610
799	2435	608
800	2446	607
801	2455	606
802	2459	603
803	2463	600
804	2466	597
805	2470	594
806	2473	591
807	2477	588
808	2480	585
809	2483	582
810	2486	579
811	2489	576
812	2492	573
813	2495	570
814	2498	567
815	2501	564
816	2504	561
817	2507	557
818	2510	554
819	2513	551
820	2516	548
821	2519	545
822	2523	542
823	2526	539
824	2528	536
825	2532	533
826	2534	530
827	2537	527
828	2540	524
829	2543	520
830	2546	517
831	2549	514
832	2552	511
833	2554	508
834	2557	505
835	2560	502
836	2563	499
837	2566	496
838	2569	493
839	2572	489
840	2575	486
841	2578	483
842	2581	480
843	2584	477
844	2587	474
845	2590	471
846	2593	468
847	2595	465
848	2598	462
849	2601	459
850	2604	456
851	2608	453
852	2610	449
853	2614	446
854	2617	443
855	2620	440
856	2624	437
857	2627	434
858	2630	431
859	2633	428
860	2637	425
861	2640	422
862	2643	419
863	2646	416
864	2649	413
865	2651	410
866	2655	407
867	2658	404
868	2661	401
869	2664	398
870	2667	395
871	2670	391
872	2673	388
873	2676	385
874	2678	382
875	2681	379
876	2684	376
877	2687	373
878	2690	370
879	2693	367
880	2695	364
881	2698	361
882	2701	357
883	2704	354
884	2707	351
885	2710	348
886	2713	345
887	2715	342
888	2719	339
889	2722	336
890	2724	333
891	2727	330
892	2731	327
893	2734	324
894	2737	321
895	2739	318
896	2742	314
897	2745	311
898	2748	308
899	2751	305
900	2754	302
901	2757	299
902	2760	296
903	2763	293
904	2765	290
905	2768	287
906	2771	284
907	2774	281
908	2777	278
909	2780	274
910	2783	271
911	2786	268
912	2789	265
913	2791	262
914	2794	259
915	2797	256
916	2800	253
917	2803	250
918	2806	247
919	2810	244
920	2813	241
921	2816	238
922	2819	235
923	2822	232
924	2825	229
925	2828	226
926	2831	222
927	2834	219
928	2837	216
929	2840	213
930	2843	210
931	2845	207
932	2848	204
933	2851	201
934	2854	198
935	2857	195
936	2860	192
937	2863	189
938	2866	186
939	2869	183
940	2872	180
941	2874	177
942	2878	173
943	2880	170
944	2883	167
945	2886	164
946	2889	161
947	2892	158
948	2895	155
949	2898	152
950	2901	149
951	2904	146
952	2906	143
953	2909	140
954	2912	137
955	2915	134
956	2918	131
957	2920	128
958	2923	125
959	2926	121
960	2929	118
961	2932	115
962	2935	112
963	2938	109
964	2941	106
965	2944	103
966	2947	100
967	2950	97
968	2953	94
969	2956	91
970	2959	88
971	2962	85
972	2965	82
973	2967	79
974	2970	76
975	2973	73
976	2976	70
977	2979	67
978	2982	63
979	2985	60
980	2988	57
981	2991	54
982	2994	51
983	2997	48
984	2999	45
985	3002	42
986	3005	39
987	3008	36
988	3011	33
989	3014	30
990	3017	27
991	3020	24
992	3023	21
993	3026	18
994	3029	15
995	3032	12
996	3035	9
997	3038	6
998	3041	3
999	3044	0
