iter	Logloss
519	0.4969829239
520	0.4968882867
521	0.4967804252
522	0.4967492139
523	0.4967147213
524	0.4966665351
525	0.4966363922
526	0.4965208366
527	0.4964315335
528	0.4963818543
529	0.4963507292
530	0.4963017877
531	0.4962320138
532	0.4961855259
533	0.4960701446
534	0.4959717287
535	0.4959250318
536	0.4959021852
537	0.4958289914
538	0.4957939989
539	0.4957112764
540	0.495638366
541	0.4955739891
542	0.4953853181
543	0.4953055788
544	0.4951875522
545	0.4950445629
546	0.4950017605
547	0.4949499742
548	0.494890893
549	0.4947992104
550	0.494763986
551	0.494674385
552	0.4945645796
553	0.4944836944
554	0.494463494
555	0.4943870694
556	0.4942876482
557	0.4942627538
558	0.4942015853
559	0.494132934
560	0.4940529071
561	0.493978835
562	0.4939480952
563	0.4938869838
564	0.4937843694
565	0.4937538582
566	0.493705103
567	0.4936476107
568	0.4936277774
569	0.493585496
570	0.4935445123
571	0.4934937943
572	0.4934643578
573	0.493399371
574	0.4932982563
575	0.493233049
576	0.4931842554
577	0.4931447334
578	0.4931054629
579	0.4930512583
580	0.4929630084
581	0.4928940635
582	0.492820676
583	0.4927885313
584	0.4926945648
585	0.4926402016
586	0.4925311701
587	0.4924545052
588	0.4923819616
589	0.4923081686
590	0.4922584224
591	0.4922212709
592	0.4921747317
593	0.4921580285
594	0.492102773
595	0.4919992603
596	0.4919313072
597	0.4918965219
598	0.4918270798
599	0.4917876601
600	0.491760159
601	0.4917181126
602	0.4916825195
603	0.4916508362
604	0.4915931619
605	0.491575279
606	0.4914947182
607	0.4914462335
608	0.4913809479
609	0.4913405327
610	0.4912951035
611	0.4912176654
612	0.4911835067
613	0.4911271394
614	0.4910919501
615	0.491032803
616	0.4909836567
617	0.4909052736
618	0.4908719166
619	0.4908325873
620	0.4907915502
621	0.4907274628
622	0.4907239115
623	0.4906809651
624	0.4906314416
625	0.490576292
626	0.4905378271
627	0.4904874418
628	0.4904218039
629	0.490389845
630	0.4903443203
631	0.4902847636
632	0.4902400486
633	0.4902004972
634	0.490098196
635	0.490031742
636	0.4899963473
637	0.4899215415
638	0.4898871435
639	0.4897843987
640	0.4897311904
641	0.4896625043
642	0.4896425519
643	0.4895921944
644	0.4895176509
645	0.4894659034
646	0.4893971132
647	0.4893498151
648	0.4893140934
649	0.4892556055
650	0.4892074649
651	0.4891674876
652	0.4891171962
653	0.489081727
654	0.4889375626
655	0.4888904001
656	0.4888309251
657	0.488787867
658	0.4887471334
659	0.4887033759
660	0.4886610421
661	0.4886062029
662	0.4885372225
663	0.4885082586
664	0.4884659923
665	0.4884304836
666	0.4884267257
667	0.4883921808
668	0.4883606742
669	0.4883187261
670	0.488261663
671	0.4882415649
672	0.4881822407
673	0.4881495213
674	0.4881150718
675	0.4880008225
676	0.4879783319
677	0.4879310493
678	0.4878997735
679	0.4878357097
680	0.4877880376
681	0.4877334365
682	0.4877123129
683	0.4876786289
684	0.4876500047
685	0.4876130038
686	0.4875728339
687	0.4875444465
688	0.4875006863
689	0.4874315192
690	0.487395242
691	0.4872995886
692	0.4872710011
693	0.4872222645
694	0.487184091
695	0.4871388252
696	0.4870862189
697	0.4870555791
698	0.4870375999
699	0.4869710045
700	0.486923658
701	0.4868335893
702	0.4867511764
703	0.4867075696
704	0.4866684934
705	0.4866273737
706	0.4865616495
707	0.486500406
708	0.4864775934
709	0.4864276885
710	0.4863761169
711	0.4863024367
712	0.4862680389
713	0.4862151455
714	0.4861448355
715	0.4861074627
716	0.485998817
717	0.4859210034
718	0.4858538997
719	0.4857625005
720	0.4857088357
721	0.4856855231
722	0.4856278502
723	0.485568091
724	0.4854892099
725	0.4854382852
726	0.4854046363
727	0.4853023005
728	0.4852688785
729	0.4851942355
730	0.4851356376
731	0.4850523732
732	0.484981129
733	0.4849131644
734	0.4848857705
735	0.4848427353
736	0.4847954853
737	0.4847558581
738	0.4847218788
739	0.4846930503
740	0.484670866
741	0.4846192792
742	0.4845280331
743	0.4844674346
744	0.4844367207
745	0.4844033942
746	0.4843722281
747	0.4843165247
748	0.4842705699
749	0.4842310404
750	0.4841931193
751	0.4841387378
752	0.4841076462
753	0.4841053673
754	0.4840781556
755	0.4840533524
756	0.4840136111
757	0.4839675862
758	0.4839328452
759	0.4838273708
760	0.4838043056
761	0.4837520002
762	0.483682673
763	0.4836193272
764	0.4835406626
765	0.4835014583
766	0.4834116699
767	0.4833345943
768	0.4832867781
769	0.4832564806
770	0.4831920997
771	0.483120423
772	0.4830891231
773	0.4830094696
774	0.482963564
775	0.4829484896
776	0.4828788198
777	0.4828168801
778	0.4827831367
779	0.4827074322
780	0.4826775072
781	0.4826416276
782	0.482613337
783	0.482585432
784	0.4825292683
785	0.4824384601
786	0.4823573413
787	0.4823331224
788	0.4822977191
789	0.4822600372
790	0.4822575048
791	0.482179186
792	0.4821180194
793	0.482081031
794	0.4820313147
795	0.4819904485
796	0.4819370157
797	0.4818858096
798	0.4818396744
799	0.4818025712
800	0.4817807964
801	0.4817510278
802	0.481664536
803	0.4816351768
804	0.4816086323
805	0.4815726114
806	0.4815469373
807	0.4815179009
808	0.4814783507
809	0.4814246137
810	0.4813816153
811	0.4813711152
812	0.4813179738
813	0.4812802196
814	0.481229928
815	0.4811511489
816	0.4810849758
817	0.4810676816
818	0.4810487788
819	0.4810263935
820	0.480950818
821	0.4808978192
822	0.4808636391
823	0.4808002547
824	0.4807551423
825	0.480711009
826	0.4806572265
827	0.4805493988
828	0.4805084943
829	0.4804966297
830	0.4804183376
831	0.4803923635
832	0.4802883101
833	0.4802686181
834	0.4802504535
835	0.4802147029
836	0.4801888488
837	0.4801503785
838	0.4801221801
839	0.4800869826
840	0.4800193965
841	0.4799652535
842	0.4799274495
843	0.4798763239
844	0.4797695953
845	0.479739336
846	0.4797113251
847	0.479658104
848	0.4796198905
849	0.4795712254
850	0.4795500892
851	0.4794970794
852	0.4794429616
853	0.4794153506
854	0.4793089252
855	0.4792551062
856	0.4792277912
857	0.4792160315
858	0.4791644937
859	0.4791058883
860	0.4789836658
861	0.4789111964
862	0.4788733635
863	0.4788657325
864	0.4787598539
865	0.4787240749
866	0.4786580125
867	0.4786194524
868	0.4785668133
869	0.4785397384
870	0.4785186357
871	0.4784618991
872	0.4784369904
873	0.4783876213
874	0.478387106
875	0.478314477
876	0.4782769901
877	0.4782386087
878	0.4782157766
879	0.4781634927
880	0.4781435202
881	0.4781124299
882	0.4780724424
883	0.4780269535
884	0.4779813918
885	0.4779349809
886	0.4778933331
887	0.4778675527
888	0.4777968921
889	0.477759557
890	0.4777455961
891	0.4776923428
892	0.4776482982
893	0.4776319665
894	0.4776014233
895	0.4775717692
896	0.4775307007
897	0.4774878628
898	0.4774653639
899	0.4773595945
900	0.4773217502
901	0.4772708369
902	0.4772523559
903	0.477231057
904	0.477190018
905	0.4771273373
906	0.4770929096
907	0.4770424425
908	0.4770096499
909	0.4769678162
910	0.4769508244
911	0.4768951229
912	0.4768525941
913	0.4768209602
914	0.4768006703
915	0.4767398505
916	0.4767018545
917	0.4766530063
918	0.4766165898
919	0.4765874145
920	0.4765374168
921	0.4764385205
922	0.4763658757
923	0.4763384115
924	0.4762828397
925	0.4762446522
926	0.4762095331
927	0.4761799018
928	0.4761288698
929	0.476069021
930	0.4760522964
931	0.4760395036
932	0.4759922133
933	0.4759424165
934	0.4759077269
935	0.4758498281
936	0.4758100334
937	0.4757610995
938	0.4757193319
939	0.4756919657
940	0.4756591875
941	0.4755853866
942	0.475532604
943	0.4754880614
944	0.475453688
945	0.4754402993
946	0.4753950388
947	0.4753529191
948	0.4753250385
949	0.4752845253
950	0.4752496558
951	0.4752174994
952	0.4751824498
953	0.4751464073
954	0.4751141286
955	0.4750621089
956	0.4750187713
957	0.4749748823
958	0.4749488841
959	0.474893651
960	0.4748719328
961	0.4748519541
962	0.4747818534
963	0.4747320575
964	0.4746636433
965	0.4746223842
966	0.4745876281
967	0.4744885808
968	0.4744655482
969	0.4744048951
970	0.4743440325
971	0.4743095806
972	0.4742644677
973	0.4742327989
974	0.4741832072
975	0.4741558574
976	0.4741272927
977	0.4740997782
978	0.474058256
979	0.4740403082
980	0.4739964296
981	0.4738958071
982	0.4738634926
983	0.473803982
984	0.4737743698
985	0.4737449606
986	0.4736771004
987	0.4736250577
988	0.4736018168
989	0.4735601066
990	0.4734805907
991	0.4734460326
992	0.4733946105
993	0.4733718706
994	0.4733005469
995	0.473274167
996	0.4732413959
997	0.4732143173
998	0.4731418612
999	0.473083385
